Date,Close
2025-08-28 00:00:00+01:00,1.3503841161727905
2025-08-29 00:00:00+01:00,1.35111403465271
2025-09-01 00:00:00+01:00,1.3503841161727905
2025-09-02 00:00:00+01:00,1.3547931909561157
2025-09-03 00:00:00+01:00,1.3383476734161377
2025-09-04 00:00:00+01:00,1.3441582918167114
2025-09-05 00:00:00+01:00,1.3444474935531616
2025-09-08 00:00:00+01:00,1.3492909669876099
2025-09-09 00:00:00+01:00,1.3553073406219482
2025-09-10 00:00:00+01:00,1.352109670639038
2025-09-11 00:00:00+01:00,1.3534730672836304
2025-09-12 00:00:00+01:00,1.3576626777648926
2025-09-15 00:00:00+01:00,1.3553440570831299
2025-09-16 00:00:00+01:00,1.3602666854858398
2025-09-17 00:00:00+01:00,1.365392804145813
2025-09-18 00:00:00+01:00,1.3629734516143799
2025-09-19 00:00:00+01:00,1.3556013107299805
2025-09-22 00:00:00+01:00,1.3464748859405518
2025-09-23 00:00:00+01:00,1.3514974117279053
2025-09-24 00:00:00+01:00,1.3524478673934937
2025-09-25 00:00:00+01:00,1.3452396392822266
2025-09-26 00:00:00+01:00,1.333653450012207
2025-09-29 00:00:00+01:00,1.3408241271972656
2025-09-30 00:00:00+01:00,1.3437248468399048
2025-10-01 00:00:00+01:00,1.3443390130996704
2025-10-02 00:00:00+01:00,1.3480178117752075
2025-10-03 00:00:00+01:00,1.3446643352508545
2025-10-06 00:00:00+01:00,1.3433817625045776
2025-10-07 00:00:00+01:00,1.3484903573989868
2025-10-08 00:00:00+01:00,1.3421016931533813
2025-10-09 00:00:00+01:00,1.3401411771774292
2025-10-10 00:00:00+01:00,1.3304948806762695
2025-10-13 00:00:00+01:00,1.3336178064346313
2025-10-14 00:00:00+01:00,1.3332622051239014
2025-10-15 00:00:00+01:00,1.3321610689163208
2025-10-16 00:00:00+01:00,1.3404465913772583
2025-10-17 00:00:00+01:00,1.3445558547973633
2025-10-20 00:00:00+01:00,1.342588186264038
2025-10-21 00:00:00+01:00,1.3405184745788574
2025-10-22 00:00:00+01:00,1.336523175239563
2025-10-23 00:00:00+01:00,1.3351848125457764
2025-10-24 00:00:00+01:00,1.332746982574463
2025-10-27 00:00:00+00:00,1.3322391510009766
